location,species
G-crassaformis/b3941ff9618346ef914bcc926c4b24d4.tif,G-crassaformis
G-siphonifera/d134a24bd5f84288bde5b25c1313a3e2.tif,G-siphonifera
S-dehiscen/7c88f89e1d6b4a3fa55935c28e9361aa.tif,S-dehiscen
S-dehiscen/491535dcbe614e5b8e286e55c0f614e3.tif,S-dehiscen
G-ruber/db5678fc64f44bd09fa14ded5f9f2991.tif,G-ruber
G-siphonifera/5a32af11a22b4d709597fb7d362961cc.tif,G-siphonifera
G-scitula/78cfc7f155244e8e807a8592bac3c938.tif,G-scitula
G-tumida/100bd98cebb14f77ac42c8b5c15de0cb.tif,G-tumida
S-dehiscen/448d4730954c49ba8b6268b9410c3029.tif,S-dehiscen
G-tumida/6856fe942f54462aa88d3074afdd0a4b.tif,G-tumida
G-hexagonus/6aafc1237abe46cb8da7b7c0b2faf9fe.tif,G-hexagonus
G-siphonifera/a2b749eaf36c4e17b15b29c0cc7de190.tif,G-siphonifera
N-humerosa/308932fb6fa9435bb14209e5757015c4.tif,N-humerosa
G-truncatulinoides/219196ff39184fa0b5c292893177358a.tif,G-truncatulinoides
G-ungulata/1c6cfa827d1b49af891438cce9324c22.tif,G-ungulata
G-truncatulinoides/b86ffefcb73748cd978fe570b12217ce.tif,G-truncatulinoides
P-obliquiloculata/00b54a240d9245349f859923c59e162f.tif,P-obliquiloculata
G-tumida/850a024a4b93408fb48b2232deeb9488.tif,G-tumida
N-humerosa/89e869717b734bb8bab67d3948f43508.tif,N-humerosa
G-truncatulinoides/dfd9e6b081824d16b8573c2f9b6f9578.tif,G-truncatulinoides
N-dutertrei/05edc37268dc47a685e668472fe230a0.tif,N-dutertrei
G-tumida/2557ae17d17b411bb6411d8210e1d7a1.tif,G-tumida
G-ungulata/21000bc28841491dbdb55184114760e9.tif,G-ungulata
G-sacculifer/0f03b0a511f74bb8bee6736092770d37.tif,G-sacculifer
S-dehiscen/433e5cda982d405eb4b21271d0ef2bf0.tif,S-dehiscen
P-obliquiloculata/a4194cda426348dca0b9abd452d44747.tif,P-obliquiloculata
G-scitula/630468f098e94c5982b7837f8dedee05.tif,G-scitula
G-elongatus/6b71bf1ca20f4ea9bed76d3f64863a38.tif,G-elongatus
P-obliquiloculata/22fa5d3f32224c129bb2e3b1b5e58c9f.tif,P-obliquiloculata
G-sacculifer/9d091c7de2dc443d8d7753986b12ee7c.tif,G-sacculifer
G-truncatulinoides/c86b46b6f8c641b9a4400d19379339fd.tif,G-truncatulinoides
G-sacculifer/cc36c99ae1bc44568a53af1ffaac8636.tif,G-sacculifer
G-ruber/7c5fd42cc624457c8892f19e14ab3215.tif,G-ruber
O-universa/e87889da53bd4818b022d40083a7b5ca.tif,O-universa
G-scitula/eeeaa3b073da4da7b73be0e2964ae2fc.tif,G-scitula
N-acostaensis/132c2f322a4e485e856e27a9e55ed6c4.tif,N-acostaensis
G-crassaformis/57e1884c55a8482bac4f8c5f705bf315.tif,G-crassaformis
G-siphonifera/848c7dc2a3bc4419993404787f42443f.tif,G-siphonifera
G-sacculifer/cd625dcad53d478a865a8ed3ba4499a8.tif,G-sacculifer
G-siphonifera/569fb9da490c404ba982c699829d79be.tif,G-siphonifera
G-tumida/7da422b948784f908270c53b24f02b2a.tif,G-tumida
N-acostaensis/03ac003ed9b642908e8ba3a19087c070.tif,N-acostaensis
N-humerosa/da9861beb03c4d8488c0b8b6361b602f.tif,N-humerosa
P-obliquiloculata/b8f45bf18391445da776b3482036a291.tif,P-obliquiloculata
G-elongatus/8548fca7118f4810acfaf814ebd0d4ca.tif,G-elongatus
G-ungulata/f2fa3528c4d1497fab2bad6fa2195d5e.tif,G-ungulata
G-ruber/4ab2a62932ec43a69f32e8892d794fbd.tif,G-ruber
G-siphonifera/8670195a7f8f4b4d9655fef1fe4ec8ea.tif,G-siphonifera
G-tumida/45962be8e1c3427aaa2382d95e7dcb0d.tif,G-tumida
G-siphonifera/9198d746b0d84224b341988efa1eed53.tif,G-siphonifera
G-ruber/f8329dc6ce514c179666827b79d416e2.tif,G-ruber
G-scitula/a3454ec2310d44e8b23b9578eefe2e54.tif,G-scitula
G-truncatulinoides/49069953d6f44a6d87d0fe85c5a1c5de.tif,G-truncatulinoides
S-dehiscen/de6ee30593b24907ae8d6f6abb4a898d.tif,S-dehiscen
G-scitula/76a4c0b2fe374ac2912fb35ef036cafb.tif,G-scitula
G-scitula/6f8cb433312b4bbb914cf178fdd154bd.tif,G-scitula
G-siphonifera/8aced7757eb744378e8e41317e5d141f.tif,G-siphonifera
G-elongatus/8c18f3ff7b6c4000986e9670b38c11a9.tif,G-elongatus
G-siphonifera/f01c062bb37443deb37f9becade9116a.tif,G-siphonifera
G-sacculifer/e80791f28ff54fe8b2ae5805fd6f3b58.tif,G-sacculifer
N-humerosa/f2aaec3517e546b8b0907579677632b3.tif,N-humerosa
S-dehiscen/d19f33c811734b59aacfa99424c4f9a9.tif,S-dehiscen
G-tumida/f3c3bc9cd74d4ddbb4bbfcf4ab842e12.tif,G-tumida
G-elongatus/fe3fca947101409a8f137801fe0f0a7d.tif,G-elongatus
G-ungulata/fd17acb7c28e46bfa391bb336033228a.tif,G-ungulata
G-ungulata/5d6aba876c994250b78f0fb385efb97d.tif,G-ungulata
G-scitula/8c06809385a84385b27d5df4e05779b4.tif,G-scitula
N-dutertrei/3827c8921f45457d859c4ffea8dfe601.tif,N-dutertrei
G-truncatulinoides/05604ce4b0da4ac682e5eb86512a9bb6.tif,G-truncatulinoides
S-dehiscen/c9b2908cf87c416ba986587102176236.tif,S-dehiscen
O-universa/059c5f0855d04303afb1015fc5a48aaa.tif,O-universa
G-ruber/cc103705bd384e4681ea0d18efdd2eb0.tif,G-ruber
G-sacculifer/3032644a5def4ec2b638a767b9f768a0.tif,G-sacculifer
G-scitula/94c2f01c28cd48d49b52041c33b18f89.tif,G-scitula
N-dutertrei/ef3bd58e65254ef7b906de2b919fbd6c.tif,N-dutertrei
O-universa/069a9169f79845a39ea61227dec53f2b.tif,O-universa
G-ungulata/e982128a1c304b3dae9bfbe7f9a42e6e.tif,G-ungulata
G-truncatulinoides/babeed1af6014d278d7afe0c1ef1c4c7.tif,G-truncatulinoides
G-elongatus/805b66886d2a4f0e9f38f3787243c337.tif,G-elongatus
N-acostaensis/3e3de8bc366d45e58dfaf8c405b7d125.tif,N-acostaensis
N-acostaensis/596f866e09014ce1b8673d1b2ce58390.tif,N-acostaensis
G-ruber/68a5f33be7064007ac700005d1e759ce.tif,G-ruber
G-ruber/40b2694d0c1547b1b6b6d6fda01a6fd6.tif,G-ruber
G-elongatus/1cdbdbc8dac94bf6a2bcdf6dfb9470d7.tif,G-elongatus
G-sacculifer/5b6d72adca5246869cca603142552c93.tif,G-sacculifer
G-scitula/9206f742d65645f3abae5afb39998c52.tif,G-scitula
G-ungulata/48c293d31cb24f5a8805c96eb7bdd685.tif,G-ungulata
G-crassaformis/27010a752670446693f44b4833db5632.tif,G-crassaformis
G-ruber/24867b927aae491ab0c3233bd2a8a09f.tif,G-ruber
G-sacculifer/92ad76d0aec74510831f220b7e0f2fdd.tif,G-sacculifer
G-siphonifera/1d3ff662a8ab4e4e884a826f57b36081.tif,G-siphonifera
G-scitula/9be374843d43425288c754ad7b00205e.tif,G-scitula
G-truncatulinoides/d61a7104d1fe4160aacaab91aed531f0.tif,G-truncatulinoides
N-acostaensis/7153c7614cec4d4f854f6bf76ab3eabe.tif,N-acostaensis
G-sacculifer/0cb43c5960e0448195b6fc093f75e55c.tif,G-sacculifer
G-scitula/f30d8b88edd84f3f8ac8840e8d4aed77.tif,G-scitula
G-ruber/87c1e56a804e4ebb837f28d2778ca3ca.tif,G-ruber
N-humerosa/66397bce3a8f40d9ba3fac6e4e761238.tif,N-humerosa
G-scitula/eb4f193f68d54aab976c6d8edc32b64a.tif,G-scitula
G-ruber/3317b68932ca49ff967485ca988eb08f.tif,G-ruber
G-crassaformis/abf846765ef14df8bd98d1cc367da811.tif,G-crassaformis
G-sacculifer/91a3c6de507b4d30b5b9421aa4fed168.tif,G-sacculifer
S-dehiscen/86c6704ab0984e3f953a0041afe56d97.tif,S-dehiscen
G-elongatus/03aceab03a2849ab81d8faedde1ef074.tif,G-elongatus
G-hexagonus/cd423e0fc0154cc582c81781d9115faa.tif,G-hexagonus
O-universa/8a491b97e7fd4776aad15a2affb4e404.tif,O-universa
N-acostaensis/95119c0213564ce7a4f29cbb37953bbd.tif,N-acostaensis
G-ruber/b9a91a1fe3bc44229f7d9a009e61919c.tif,G-ruber
S-dehiscen/c3774186d5f744d7b98f5d8529d3283e.tif,S-dehiscen
S-dehiscen/cb16ebb088324bfebf1e53a9c8263ad3.tif,S-dehiscen
G-tumida/836bbf72bf8d4f4e8236ff57aef951e3.tif,G-tumida
G-truncatulinoides/30f3a25b7be845d3a148443be76062d4.tif,G-truncatulinoides
N-acostaensis/cedee586ac1444809accaf8e3be2f15e.tif,N-acostaensis
G-scitula/3e2a5fe681ee43fb891a264d4de00435.tif,G-scitula
N-dutertrei/c464b176e38247c7bffe2dfbdd648be0.tif,N-dutertrei
G-ruber/1241d4f115004a3683f6550fc041c53a.tif,G-ruber
G-truncatulinoides/31aa029e1c9849938f8169072214a834.tif,G-truncatulinoides
G-sacculifer/00f518bd4d0641f887a70b31c88aeec2.tif,G-sacculifer
G-siphonifera/5988a1c192084d64864213cc3e6732ae.tif,G-siphonifera
G-scitula/99e4fc12c9f3435c9c19639344eff744.tif,G-scitula
G-sacculifer/1d02731e3b444a77844b422ea05d7992.tif,G-sacculifer
G-ruber/765ad5be0f3f4fb1bbe53503ee259365.tif,G-ruber
N-acostaensis/66c9082d6a924a038f26d2044d3ddb55.tif,N-acostaensis
N-acostaensis/eff966ff6fea4c788df57d09087872ed.tif,N-acostaensis
G-sacculifer/06bd1c613032488ab539433989787535.tif,G-sacculifer
G-sacculifer/d5010c6261de4a72b803a722cd940304.tif,G-sacculifer
G-tumida/6fa26bcd5b8146808c8fa4dc9d73d287.tif,G-tumida
N-humerosa/89dea890697e40e283c9a15054cd4f40.tif,N-humerosa
N-dutertrei/363ad5d9cb6f4de2a7846c5412bb35c8.tif,N-dutertrei
G-truncatulinoides/e03084adcfc646a5a576b441d79eaf2e.tif,G-truncatulinoides
G-ruber/3ab1c0d5b0d043ce86b42a32821ba9e9.tif,G-ruber
G-crassaformis/2cfe356d625e44cbb499066145c85fa0.tif,G-crassaformis
G-truncatulinoides/ce60160861694462ad97233b02a03799.tif,G-truncatulinoides
N-humerosa/1ef249ad59054815bbf5e152b800e4b9.tif,N-humerosa
G-tumida/65aff4e451bb4e528d779269f82170ef.tif,G-tumida
G-ruber/b8cc1637e1d949b68bd9ddb0d70f258e.tif,G-ruber
P-obliquiloculata/2c6b648eaec84fc98ade2a31f7f9c9b0.tif,P-obliquiloculata
G-ungulata/312538a1edb1491397be7c566e57ea0f.tif,G-ungulata
P-obliquiloculata/fa3d4fadc31c43ac97c98d53486d519e.tif,P-obliquiloculata
G-truncatulinoides/13a50ac21ac24570b0bc05581f79facf.tif,G-truncatulinoides
N-dutertrei/6da8a92c93054a648a89e5df2958fc29.tif,N-dutertrei
G-tumida/92fe7fd36cfe4f2298b933fc7841e88e.tif,G-tumida
S-dehiscen/2409d12856e6489a8840b63e9db0ddac.tif,S-dehiscen
G-crassaformis/7e2c2edb4c4e4538afc734add4204a70.tif,G-crassaformis
G-ungulata/77d42ca22e47476f88ed52cde6726bee.tif,G-ungulata
N-humerosa/c1a64ebbfbc343d7b1aae82d020dca8d.tif,N-humerosa
G-truncatulinoides/358f12cd984a4b4aa2b419f416984867.tif,G-truncatulinoides
G-sacculifer/30a814f661de49f381fd3fdb856b9c51.tif,G-sacculifer
G-sacculifer/774810cc1db344b6b6f2b2ac97d3dd86.tif,G-sacculifer
G-tumida/a396f29cbb84487fbad17ed116614736.tif,G-tumida
G-scitula/c0797cc7ef1b4019b007e4dc1675fbc7.tif,G-scitula
G-ruber/56c8cfdda26c4dd2a11057d8bdffecd4.tif,G-ruber
G-scitula/9a51219159a745329627d7dbd98d6b2f.tif,G-scitula
G-siphonifera/28afcba5ec5c4ae48d4a0fbfe2f94b7a.tif,G-siphonifera
G-tumida/76cd8b035da344f996d9b5355082b710.tif,G-tumida
G-sacculifer/b18c0a9f8fce446a9b474932323de2ff.tif,G-sacculifer
N-dutertrei/3e80ea421da741b4be7c3ca9e517fc10.tif,N-dutertrei
G-elongatus/937e1efb0eae48b29d63c728080ff4a9.tif,G-elongatus
N-humerosa/7d183c1f92444e5b84ef5cc42cb0f222.tif,N-humerosa
S-dehiscen/31732af9ff45442abc321937a4a8e684.tif,S-dehiscen
G-truncatulinoides/43a2bf4b535146119c02356d6b731044.tif,G-truncatulinoides
P-obliquiloculata/34d6f4afc51e4843a6a13ad6d9087d98.tif,P-obliquiloculata
G-elongatus/48e07d2f3f40460fadb2e1665ccfebb3.tif,G-elongatus
G-ungulata/0983085a57ab4e7aaf0d8976771a7c07.tif,G-ungulata
S-dehiscen/6010671bd6f5420ba5e6a22ea2b7f459.tif,S-dehiscen
G-scitula/661e187fb5c541ed820814ce8cf3f051.tif,G-scitula
G-scitula/f5ee9bdda3bd48079b0e1e776ccab603.tif,G-scitula
G-elongatus/7e3a0c8a1cb44a9a953ad22718ab9a37.tif,G-elongatus
N-humerosa/9fd9a02df7e6489ea855fc35312454b1.tif,N-humerosa
N-dutertrei/a4fcaf3003a04d87bf96bb44892626a1.tif,N-dutertrei
S-dehiscen/c3988bff9b1b436aa68470ff7992dafe.tif,S-dehiscen
G-truncatulinoides/b12ec3ef565b483598fe62cdfce97382.tif,G-truncatulinoides
G-crassaformis/ffe55ddd99aa4596888d9210372f62e4.tif,G-crassaformis
G-sacculifer/e92515a752704d99af1ea6761a223fb0.tif,G-sacculifer
G-ruber/f5051e8dddd5415a9fb17d2caf94f4e3.tif,G-ruber
G-ruber/5789f939ed3442afaf20d433394e5e3a.tif,G-ruber
G-ruber/21895b7fe5d54e229e5a5bd3116307c4.tif,G-ruber
G-siphonifera/c113008ac78d45f980910731236203e2.tif,G-siphonifera
G-scitula/d1f43aa0bde740d896172290f40ead4f.tif,G-scitula
G-tumida/d36eb8910b8d4256ac54fdd2c6a32534.tif,G-tumida
G-tumida/2284be0c6b04481d8e62b707da268684.tif,G-tumida
N-dutertrei/bfa2d7e60b6f4822a32f73d281b46b76.tif,N-dutertrei
G-sacculifer/19132d1248e64dbf85ff3bec7c03598f.tif,G-sacculifer
G-truncatulinoides/4dc562ba63a94bc6a8c4f8581dc508a3.tif,G-truncatulinoides
G-siphonifera/2f5b97b6faa048179fe8d37c493f3123.tif,G-siphonifera
G-sacculifer/9e1c5a26df7341a981cb9930a1d38265.tif,G-sacculifer
G-siphonifera/ce6127a60c21467790eee2d35c537c08.tif,G-siphonifera
G-truncatulinoides/7439f566edcf4a77a1cc8d32b593cfaa.tif,G-truncatulinoides
G-ruber/33835bae50aa457eae4b20ac5b842e48.tif,G-ruber
N-humerosa/85159e8b66a64ba6ba3443a0dc255b67.tif,N-humerosa
G-ruber/4796d793b0e746689087986f483063df.tif,G-ruber
G-ruber/608b5e1f447c4d86a51a8e75bb721c66.tif,G-ruber
G-ungulata/08c65669019b497fa3e0f6cfb3348827.tif,G-ungulata
G-ruber/f946cf0142284243835082b231da527b.tif,G-ruber
G-truncatulinoides/2221f56c217e408a80a9d5698b22e588.tif,G-truncatulinoides
N-humerosa/4c80b6aaaa5149a79517bab3dbc64269.tif,N-humerosa
G-crassaformis/216a490b181b405cb1319dd9f8bb9ba6.tif,G-crassaformis
G-tumida/fe0749420d4a4aa1ba52df88c7f6fcaf.tif,G-tumida
G-tumida/d56982c8b5364b6aae88929b696497ba.tif,G-tumida
S-dehiscen/af9658e08db94e1390a1e14307a185b9.tif,S-dehiscen
G-sacculifer/13a3197ff5fc4d45b2b0a83ec61677d7.tif,G-sacculifer
N-acostaensis/034b328eea934606a5edc1f0df3b7283.tif,N-acostaensis
G-sacculifer/d3158d2811c645dfad4cadb8fc864967.tif,G-sacculifer
N-acostaensis/de4ce89b2b524547807fe8f48fb02019.tif,N-acostaensis
P-obliquiloculata/c8e5c666f38c4e938aff4e460b9c20e0.tif,P-obliquiloculata
N-humerosa/cd0f9f793f8f470d865571179c4650f5.tif,N-humerosa
G-scitula/e936684225e946d9b08762d57759ef26.tif,G-scitula
